company_name,industry,website,city,state,zip_code,phone,year_incorporated,company_age_years,executive_officers,board_directors,total_funding,latest_funding_amount,latest_funding_stage,latest_funding_date,Total Approvals,Total Denials,Approval_Rate,median_salary_offered,top_job_titles_sponsored,total_filed,wilson_lower,wilson_upper,point_rate,uncertainty_width,recommendation,Y,Y_hat,group
HOVER INC,Other Technology,hover.com,SAN FRANCISCO,CA,94103,(800) 906-6787,2011.0,14.0,"Adam J. Altman, Kevin Reilley","Kevin J. Compton, Ross Hangebrauck, Stewart J. Alsop",20000000.0,20000000.0,Series A,2016-10-14,8.0,0.0,100.0,194000.0,"['Director, Growth Marketing']",8.0,0.6755843804891231,1.0,1.0,0.3244156195108769,CONSIDER,1,0,ESTABLISHED
HUMAN INC,Other Technology,human.com,SEATTLE,WA,98134,(206) 802-0819,2015.0,10.0,"Benjamin Willis, Jansen Braaten, Joseph Dieter, Ronald Stevens, William Moore","Benjamin Willis, Daniel Darling, Fred Warren, Kurt Dammeier",29217678.0,25217678.0,Series B,2018-09-13,1382.0,12.0,99.13916786226686,132078.08875,"['Senior Emerging Technology Engineer', 'Process Improvement Lead', 'Senior Software Engineer', 'Senior Full Stack Engineer', 'Software Engineer 2', 'Lead Technology Leadership Professional', 'Senior Application Architect', 'Senior Software Engineer', 'Senior Full Stack Engineer', 'Senior Cloud Services Engineer', 'Data Engineer 2', 'Lead Application Architect', 'Senior Software Engineer']",1394.0,0.9850135147295312,0.9950689209341376,0.9913916786226684,0.0100554062046063,PRIORITIZE,1,1,ESTABLISHED
HUMAN INTEREST INC,Other,human-interest.com,SAN FRANCISCO,CA,94111,(855) 622-7824,2015.0,10.0,"Jeff Schneble, Mike Armsby, Paul Sawaya, Roger Lee, Tripp Faix","Bruce Felt, Jacob Flomenberg, Jane Alexander, John Flynn, Leslie Stretch, Mark Goines, Roxanne Oulman, Steve Krausz, William Oberndorf",253180030.0,92780030.0,Series C,2024-03-11,10.0,0.0,100.0,188970.5,"['Senior Software Engineer I', 'Senior Software Engineer']",10.0,0.7224598312333834,1.0,1.0,0.2775401687666166,PRIORITIZE,1,1,ESTABLISHED
HYPER LABS INC,Other Technology,hyper-labs.com,New York,NY,10007,(607) 351-6015,2014.0,11.0,"Krasimir Marinov, Peter Brodsky","Betsy Atkins, Elliot Robinson, Elliott Robinson, Matthias Turck, Ron Shah, Shana Fisher",278129426.0,100000000.0,Series C,2021-12-17,6.0,2.0,75.0,209700.0,['Senior Machine Learning Engineer'],8.0,0.4092698791025891,0.9285223111419724,0.75,0.5192524320393832,CONSIDER,1,0,ESTABLISHED
HYPERLOOP TECHNOLOGIES INC,Other Travel,hyperlooptechnologies.com,LOS ANGELES,CA,90021,(213) 800-3270,2014.0,11.0,"AFSHIN PISHEVAR, Afshin Pishevar, BROGAN BAMBROGAN, Brogan BamBrogan, Jay Walder, Joshua Giegel, ROBERT LLOYD, Robert Lloyd, SHERVIN PISHEVAR","DAVID SACKS, JIM MESSINA, JOE LONSDALE, Jim Messina, Joe Lonsdale, Justin Fishner-Wolfson, PETER DIAMANDIS, Patrick Ahmed McCall, Peter Diamandis, Shervin Pishevar, Sultan Ahmed Bin Sulayem, Yuvraj Ahmed Narayan",378010363.0,224726737.0,Series D+,2019-04-29,12.0,0.0,100.0,150000.0,['Mechanical Design Engineer'],12.0,0.7574992425007574,1.0,1.0,0.2425007574992426,PRIORITIZE,1,1,ESTABLISHED
HYPEVR,Other Technology,hypevr.com,SAN DIEGO,CA,92108,(619) 738-4910,2015.0,10.0,"Anthony Tran, Edward Schilowitz, Jason Juang, Sean Hunter",,14850000.0,5000000.0,Seed,2022-09-15,12.0,0.0,100.0,105750.0,['Software Engineer'],12.0,0.7574992425007574,1.0,1.0,0.2425007574992426,PRIORITIZE,1,1,ESTABLISHED
HYPR CORP,Other Technology,hypr.com,NEW YORK,NY,10018,(646) 503-5366,2014.0,11.0,"Bojan Simic, George Avetisov, Roman Kadinsky","Adam Spivack, Ashwin Krishnan, Dave Zilberman, Greg Dracon, James Robinson, Jay Mehta, Kirill Sheynkman, Michele Docharty, Nicholas Donofrio, Nick Donofrio",91287208.0,24999999.0,Series B,2022-11-23,10.0,2.0,83.33333333333334,167500.0,['Solutions Architect '],12.0,0.5519636426153274,0.9530358523851776,0.8333333333333334,0.4010722097698502,CONSIDER,1,0,ESTABLISHED
HYRECAR INC,Other Technology,,Los Angeles,CA,90017,(888) 688-6769,2014.0,11.0,"Abhishek Arora, Brian Allan, Eduardo Iniquez, Elizabeth Reynolds, Greg Tatem, Joseph Furnari, Kit Tran, Michael Furnari, Serge De Bock","Abdullah Al Dhowayan, Adbullah Al Dhowayan, Andy Bansal, Brooke Skinner Rickets, Brooke Skinner Ricketts, Grace Mellis, Jayaprakash Vijayan, Joseph Furnari, Michael Root",41458368.0,12687088.0,Seed,2023-01-06,4.0,0.0,100.0,119500.0,['Senior Data Analyst'],4.0,0.5100999795960008,1.0,1.0,0.4899000204039991,CONSIDER,1,0,ESTABLISHED
IDEAYA BIOSCIENCES INC,Other,ideayabiosciences.com,South San Francisco,CA,94080,(650) 392-0422,2015.0,10.0,"Jeffrey P. Hager, Michael P. Dillon, Paul A. Stone, Paul Stone, Tim P. Smith, Yujiro Hata, Yujiro S. Hata","Brian Daniels, Edward P. Hu, Jeffrey S. Stein, Jeffrey Stein, John D. Diekman, John Diekman, Terry Rosen, Terry S. Rosen, Timothy Shannon",140177387.0,94019988.0,Series C,2018-01-31,18.0,0.0,100.0,116438.0,['Senior Clinical Biomarker Scientist'],18.0,0.8241154494176252,1.0,1.0,0.1758845505823748,PRIORITIZE,1,1,ESTABLISHED
IEX GROUP INC,Other Technology,iexgroup.com,NEW YORK,NY,10007,(646) 568-2320,2012.0,13.0,"Bradley Katsuyama, John Schwall, Robert Park, Ronan Ryan","Alex Finkelstein, James Clark, Lloyd Feller",75000000.0,75000000.0,Series C,2014-08-22,14.0,0.0,100.0,180000.0,['Project Manager'],14.0,0.7846829880728186,1.0,1.0,0.2153170119271814,PRIORITIZE,1,1,ESTABLISHED
ILLUMIO INC,Other Technology,illumio.com,SUNNYVALE,CA,94086,(669) 800-5000,2012.0,13.0,"Alan J. Cohen, Alan M. Cohen, Andrew Rubin, Anup J. Singh, Jim W. Yares, Paul J. Kirner","Jennifer M. Johnson, Joe M. Lonsdale, John M. Hinshaw, John M. Jack, John W. Thompson, Joseph M. Lonsdale, Steve J. Herrod, Steve M. Herrod",523876168.0,224999952.0,Series D+,2021-06-23,152.0,4.0,97.43589743589745,167149.0,"['Staff Engineer', 'Member of Technical Staff', 'Senior Staff Engineer', 'Senior Program and Operations Manager, Product', 'Senior Product Designer']",156.0,0.9359319615454904,0.9899846959454254,0.9743589743589745,0.0540527343999348,PRIORITIZE,1,1,ESTABLISHED
IMAGEN TECHNOLOGIES INC,Other Technology,imagentechnologies.com,NEW YORK,NY,10021,(646) 714-6513,2015.0,10.0,"Alexander Dresner, Thomas Stuart Hotchkiss","Aaron Stuart Daluiski, Robert Neal Hotchkiss",20000011.0,15000000.0,Series A,2017-03-03,12.0,0.0,100.0,141823.5,"['Senior Strategic Finance Manager', 'Senior Software Engineer', 'Software Engineer']",12.0,0.7574992425007574,1.0,1.0,0.2425007574992426,PRIORITIZE,1,1,ESTABLISHED
IMPERATIVE CARE INC,Other Health Care,imperativecare.com,CAMPBELL,CA,95008,(408) 502-7548,2015.0,10.0,"Charles C. Alpuche, Daniel C. Davis, Daniel Davis, Farhad Khosravi, Matthew C. Garrett, Scott S. Elliott","Amar Sawhney, Amarpreet S. Sawhney, Andrew Hack, Azin Parhizgar, Hank Plain, Henry Chen, James C. Rogers, James Enxing Rogers, John C. Hamre, John Hamre, L. Nelson Enxing Hopkins, Nick Hopkins, Stacy Enxing Seng, Tara Butler, Tara C. Butler",539144844.0,149999980.0,Series C,2024-07-23,26.0,0.0,100.0,180000.0,"['Principal R&D Engineer', 'Senior Sourcing Engineer', 'Senior Machine Learning Engineer']",26.0,0.8712669561953784,1.0,1.0,0.1287330438046215,PRIORITIZE,1,1,ESTABLISHED
INARI MEDICAL INC,Other Health Care,inarimedical.com,IRVINE,CA,92618,(949) 226-1436,2011.0,14.0,"Robert H. Rosenbluth, Robert Rosenbluth, William H. Hoffman","Brian Cox, Brian H. Cox, Donald H. Milder, Donald Milder, Jonathan H. Root, Jonathan Root, Kirk H. Nielsen, Kirk Nielsen, Paul H. Lubock, Paul Lubock",45530000.0,27000000.0,Series B,2018-03-29,28.0,0.0,100.0,160000.0,['Principal Software Engineer'],28.0,0.8793527963418923,1.0,1.0,0.1206472036581076,PRIORITIZE,1,1,ESTABLISHED
INFINITUM ELECTRIC INC,Other Technology,infinitumelectric.com,ROUND ROCK,TX,78664,(512) 588-5530,2014.0,11.0,"Bernhard Schuler, Bob Brown, Peter Pearson, Rick Tewell","Benoit Grobon, Cary Ferchill, Chad Gardener, David Blivin, Jaime Aguirre, Joe Hudgins, John Pitts, John Staudinger, John Stockton, Mark Watson, Milo Werner",419000328.0,250000004.0,Series D+,2023-07-31,22.0,0.0,100.0,145000.0,['SENIOR MECHANICAL ENGINEER'],22.0,0.8513404742740388,1.0,1.0,0.1486595257259612,PRIORITIZE,1,1,ESTABLISHED
INFLUXDATA INC,Other,influxdata.com,SAN FRANCISCO,CA,94104,(415) 295-1901,2012.0,13.0,"Evan Kaplan, Paul Dix, Todd Persen, Winnie Cheng","Anders Ranum, Daniel Scholnick, Dharmesh Thakker, Max Schireson, Paul Dix, Rama Sekhar, Robin Vasan, Vidya Peters, Vivian Huang",186517900.0,75000000.0,Series C,2022-11-18,4.0,0.0,100.0,155000.0,['Senior Support Engineer'],4.0,0.5100999795960008,1.0,1.0,0.4899000204039991,CONSIDER,1,0,ESTABLISHED
INFOWORKSIO INC,Other Technology,,Palo Alto,CA,94306,(650) 233-0700,2014.0,11.0,"Amarnath Arsikere, Edwin B. Hooper, III, Michael Ray Ownby, Yagyensh C. Pati","Bill B. Davidow, David B. Dorman, Edwin B. Hooper III, Edwin b. Hooper III, Greg B. Papadopoulos, Naren Gupta",102405992.0,29806038.0,Series B,2021-12-17,10.0,0.0,100.0,166379.0,['Principal Support Engineer'],10.0,0.7224598312333834,1.0,1.0,0.2775401687666166,PRIORITIZE,1,1,ESTABLISHED
INNOVACCER INC,Other,innovaccer.com,SAN FRANCISCO,CA,94105,(650) 843-0988,2014.0,11.0,"Abhinav Shashank, Anil Kumar Advani, Kanav Hasija, Sandeep Kumar Gupta","Jonathan Bush, Jonathan Kumar Bush, Kanav Hasija, Sandeep Gupta, Sandeep Kumar Gupta, Sumir Chadha, Sumir Kumar Chadha",176451433.0,75000000.0,Series C,2021-02-04,64.0,0.0,100.0,164143.0,"['Lead - Data Exchange and Interoperability', 'Sr. Director Customer Success', 'Regional Vice President- Customer Success', 'Customer Engineering Manager']",64.0,0.9433739770288436,1.0,1.0,0.0566260229711563,PRIORITIZE,1,1,ESTABLISHED
INSIGHTFINDER INC,Other Technology,insightfinder.com,BROOKLYN,NY,11201,(347) 916-8671,2015.0,10.0,Xiaohui Gu,"Joseph Chang, Lister Delgado, Yuanxin Liu",4400000.0,2000000.0,Seed,2019-12-16,4.0,0.0,100.0,101109.0,"['Software Engineer', 'DevOps Engineer']",4.0,0.5100999795960008,1.0,1.0,0.4899000204039991,CONSIDER,1,0,ESTABLISHED
INSTABASE INC,Other Technology,instabase.com,SAN FRANCISCO,CA,94133,(213) 453-0488,2015.0,10.0,Anant Bhardwaj,"Aditya Ramesh, David Karger, Gerald Chen, Peter Sonsini",26918941.0,23168934.0,Series B,2017-05-10,28.0,0.0,100.0,176750.0,['Software Engineer'],28.0,0.8793527963418923,1.0,1.0,0.1206472036581076,PRIORITIZE,1,1,ESTABLISHED
INSTITUTIONAL CAPITAL NETWORK INC,Other Technology,,NEW YORK,NY,10165,(212) 994-7400,2013.0,12.0,"Daniel Vene, LAWRENCE CALCANO, Lawrence Calcano, MICHAEL B. KUSHNER, Nicholas Veronis, TOM B. FORTIN, Thomas Fortin","DONALD LACEY, Dinkar B. Jetley, Frank B. Porcelli, JAMIE MAGYERA, JANE B. ATHERTON, JOHN B. ROBERTSHAW, JOSH B. WARREN, John C. Robertshaw, NICK B. VERONIS, Philip B. Pool, Scott B. Mahoney, TODD B. MYERS, WEST LOCKHART",539381793.0,86781793.0,Series C,2021-12-23,36.0,0.0,100.0,140000.0,"['VP, Portfolio Analytics', 'AVP, Data and Analytics', 'AVP, DevOps', 'Quant Developer AVP', 'Data Scientist']",36.0,0.9035781695514236,1.0,1.0,0.0964218304485764,PRIORITIZE,1,1,ESTABLISHED
INTELLIA THERAPEUTICS INC,Biotechnology,intelliatherapeutics.com,CAMBRIDGE,MA,2139,(857) 285-6200,2014.0,11.0,"John Leonard, Jose Rivera, Nessan Bermingham","Carl Gordon, Jean-Francois Formela, Rachel Haurwitz",70017155.0,70017155.0,Series C,2015-08-20,74.0,2.0,97.36842105263158,122000.0,"['Associate Scientist', 'Scientist', 'Senior Associate ', 'IT Systems Senior Manager, Clinical and Regulatory ', 'Senior Project Manager, CMC PMO']",76.0,0.9090320424906206,0.9927534928693922,0.9736842105263158,0.0837214503787715,PRIORITIZE,1,1,ESTABLISHED
INTELYCARE INC,Other,intelycare.com,Quincy,MA,2169,(617) 971-8344,2015.0,10.0,"David Coppins, Ike Nnah","Aashima Gupta, Bernard Vogel, Ike Nnah, Janelle Sallenave, Keith Figlioli, Keith Figliolo, Prince Nnah, Scott Halsted, Tim Adams",161088615.0,114753688.0,Series C,2022-03-29,6.0,0.0,100.0,147000.0,"['Sr. Manager, Quality Engineering']",6.0,0.6096569663469354,1.0,1.0,0.3903430336530644,CONSIDER,1,0,ESTABLISHED
INTERFACE INC,Other Technology,interface.com,SAN JOSE,CA,95124,(415) 310-1939,2014.0,11.0,"David Temkin, Michael McEvoy",Marc Canter,1250000.0,1250000.0,Pre-Seed,2015-08-17,4.0,0.0,100.0,94124.5,"['Senior Internal Audit Analyst ', 'Global Supply Chain Manager']",4.0,0.5100999795960008,1.0,1.0,0.4899000204039991,CONSIDER,1,0,ESTABLISHED
INVENTURE CAPITAL CORP,Other Technology,inventure.com,SANTA MONICA,CA,90401,(917) 796-2356,2011.0,14.0,Shivani Basant Siroya,Christopher Basant Sacca,9999998.0,9999998.0,Series A,2015-06-30,14.0,0.0,100.0,142413.5,"['Software Engineer ', 'Analytics Engineer']",14.0,0.7846829880728186,1.0,1.0,0.2153170119271814,PRIORITIZE,1,1,ESTABLISHED
INVESTCLOUD INC,Other Technology,investcloud.com,BEVERLY HILLS,CA,90211,(310) 385-7394,2013.0,12.0,"Colin Close, John Wise","J.P. Whelan, Richard Garman, Richard Garmin",69999996.0,24999996.0,Series B,2016-09-09,38.0,0.0,100.0,120000.0,['Senior Software Engineer'],38.0,0.90818706741616,1.0,1.0,0.0918129325838399,PRIORITIZE,1,1,ESTABLISHED
INVISIBLE TECHNOLOGIES INC,Other Technology,invisible.com,SAN FRANCISCO,CA,94104,(415) 855-0334,2015.0,10.0,"Francis Pedraza, Kamron J Palizban, Marshall J Sutherland, Ricardo Paul Pedraza","Andre De Haes, Nicholas Paul Brysiewicz",5824600.0,5824600.0,Series A,2019-07-02,10.0,0.0,100.0,225000.0,['Chief Customer Officer'],10.0,0.7224598312333834,1.0,1.0,0.2775401687666166,PRIORITIZE,1,1,ESTABLISHED
IRONCLAD INC,Other Technology,ironclad.com,SAN FRANCISCO,CA,94107,(855) 999-4766,2014.0,11.0,Jason Boehmig,"Cai GoGwilt, Jess Lee, Steve Loughlin",22750000.0,22750000.0,Series B,2018-09-18,94.0,0.0,100.0,167500.0,"['Senior Director, Engineering', 'Staff Software Engineer', 'Solutions Architect', 'Software Engineer']",94.0,0.9607365374237544,1.0,1.0,0.0392634625762455,PRIORITIZE,1,1,ESTABLISHED
ITERABLE INC,Other Technology,iterable.com,SAN FRANCISCO,CA,94103,(650) 336-8233,2013.0,12.0,"Andrew Boni, Haoran Zhu","Sabri Murat Bicer, Shardul Murat Shah",31042570.0,22559999.0,Series B,2016-10-28,40.0,2.0,95.23809523809524,158080.0,"['Software Engineer', 'Senior Product Manager, Mobile Channels', 'Senior Software Engineer - Backend (Mobile Team)', 'Associate Business Insights Engineer', 'Senior Software Engineer - Mobile Engineering']",42.0,0.8420986468452026,0.9868427513607936,0.9523809523809524,0.144744104515591,PRIORITIZE,1,1,ESTABLISHED
JDCQ SOLUTIONS LLC,Other Health Care,,ADDISON,TX,75001,(972) 426-8041,2014.0,11.0,John D Carreker III,"Clayton D Farmer, Denny D Carreker, James D Polfreman, Scott D Yates",1500000.0,1500000.0,Pre-Seed,2019-03-05,8.0,0.0,100.0,110000.0,['SENIOR BUSINESS INTELLIGENCE ENGINEER'],8.0,0.6755843804891231,1.0,1.0,0.3244156195108769,CONSIDER,1,0,ESTABLISHED
JOUNCE THERAPEUTICS INC,Biotechnology,,CAMBRIDGE,MA,2139,(857) 259-3840,2012.0,13.0,"Anna L. Barry, Elizabeth G. Trehu, Hugh M. Cole, Kim C. Drapkin, Kimberlee C. Drapkin, Richard Murray","Cary G. Pfeffer, Duncan G. Higgons, Luis A. G. Diaz, Jr., Robert G. Iannone, Robert G. Kamen, Robert G. Tepper",90999995.0,34999995.0,Series B,2020-10-16,2.0,2.0,50.0,111250.0,"['Scientist, In Vivo Sciences', 'Associate Scientist, Antibody Discovery & Protein Eng', 'Scientist, Antibody Discovery & Protein Engineering', 'Scientist, InVivo & ExVivo Sciences', 'Senior Research Associate, Protein Production']",4.0,0.1500357088201714,0.8499642911798285,0.5,0.699928582359657,DEPRIORITIZE,0,0,ESTABLISHED
JUNIPER SQUARE INC,Other Technology,junipersquare.com,SAN FRANCISCO,CA,94111,(415) 841-2722,2014.0,11.0,"Adam Ginsburg, Alex Robinson, Alexander Robinson, Eric Jenny, Yonas Fisseha","Elliot Geidt, Nick Shalek",77807347.0,44000000.0,Series C,2019-10-29,18.0,0.0,100.0,210000.0,"['Senior Software Engineer', 'Software Systems Engineer', 'Engineering Manager (Platform)', 'Engineering Manager']",18.0,0.8241154494176252,1.0,1.0,0.1758845505823748,PRIORITIZE,1,1,ESTABLISHED
JUNO THERAPEUTICS INC,Biotechnology,junotherapeutics.com,SEATTLE,WA,98109,(206) 696-0703,2013.0,12.0,"Bernard Cassidy, Bernard J. Cassidy, Hans Bishop, Mark Frohlich, Robert Azelby, Steven Harr, Sunil Agarwal","Anthony Evnin, Anthony J. Evnin, Hal J. Barron, Howard Pien, Marc Tessier-Lavigne, Mary Agnes Wilderotter, Richard J. Klausner, Richard Klausner, Rick Klausner, Robert J. Nelsen, Robert Nelsen",261826048.0,31091407.0,Series B,2017-09-26,10.0,2.0,83.33333333333334,97850.0,"['Senior Specialist, Product Management']",12.0,0.5519636426153274,0.9530358523851776,0.8333333333333334,0.4010722097698502,CONSIDER,1,0,ESTABLISHED
JUSTWORKS INC,Other Technology,justworks.com,NEW YORK,NY,10041,(888) 534-1711,2012.0,13.0,"ISAAC OATES, Isaac Oates, Johnathan Mirian, Seckler Michael","Charles Berg, Chiu Emily, Jared Weinstein, Karen Magee, Kristina Leslie, Matt Harris, Matthew Harris, Michael Seckler, WILL GAYBRICK, Will Gaybrick",130359935.0,16837671.0,Series B,2023-09-27,80.0,2.0,97.5609756097561,215000.0,"['Senior Software Engineer', 'Senior Product Manager, PTU', 'Staff Security Engineer', 'Senior Engineering Manager, Growth']",82.0,0.915364580909926,0.9932857704348764,0.975609756097561,0.0779211895249505,PRIORITIZE,1,1,ESTABLISHED
KAIROS AEROSPACE INC,Other,,Mountain View,CA,94040,(408) 507-5065,2013.0,12.0,"Brian Jones, Steven Deiker",,7720085.0,2500000.0,Seed,2016-05-20,6.0,0.0,100.0,100000.0,['Operations Engineer'],6.0,0.6096569663469354,1.0,1.0,0.3903430336530644,CONSIDER,1,0,ESTABLISHED
KEEPE UP INC,Other Technology,keepeup.com,SEATTLE,WA,98104,(206) 660-5908,2014.0,11.0,Rishi Mathew,Vishal Srivastava,6720646.0,5120646.0,Series A,2021-06-25,4.0,0.0,100.0,55000.0,"['Operations Specialist', 'Fulfillment Operations Lead']",4.0,0.5100999795960008,1.0,1.0,0.4899000204039991,CONSIDER,1,0,ESTABLISHED
KENSHO TECHNOLOGIES INC,Other Technology,kensho.com,Cambridge,MA,2138,(857) 600-2650,2013.0,12.0,"Daniel Nadler, Peter Kruskall",,61333394.0,47833394.0,Series C,2015-07-28,40.0,0.0,100.0,155000.0,['Machine Learning Engineer'],40.0,0.9123754607496076,1.0,1.0,0.0876245392503922,PRIORITIZE,1,1,ESTABLISHED
KEROS THERAPEUTICS INC,Biotechnology,kerostherapeutics.com,LEXINGTON,MA,2421,(617) 513-8774,2015.0,10.0,"Claudia Ordonez, Jasbir S. Seehra, Jasbir Seehra, Jenn Lachey, Keith Regnante","Alon Lazarus, Alon S. Lazarus, Carl Gordon, Julius S. Knowles, Nima Farzan, Ohad S. Hammer, Ran Nussbaum, Ran S. Nussbaum, Zafrira Avnur, Zafrira S. Avnur",101000063.0,56000057.0,Series C,2020-03-02,8.0,0.0,100.0,130000.0,"['Scientist, In Vivo']",8.0,0.6755843804891231,1.0,1.0,0.3244156195108769,CONSIDER,1,0,ESTABLISHED
KETOS INC,Other Technology,ketos.com,MILPITAS,CA,95035,(408) 550-2162,2015.0,10.0,Meena Sankaran,"Heidi Patel, Ming Chow, Ollen Douglass, Veery Maxwell",30070253.0,15070277.0,Series A,2022-06-10,18.0,0.0,100.0,145000.0,['Embedded Systems Lead'],18.0,0.8241154494176252,1.0,1.0,0.1758845505823748,PRIORITIZE,1,1,ESTABLISHED
KINETIC AUTOMATION INC,Other Technology,kinetic-automation.com,SANTA ANA,CA,92705,(714) 361-1227,2021.0,4.0,Nikhil Naikal,"Basak Ozer, Bilal Zuberi, Rachel Holt, Shawn Carolan",20999999.0,20999999.0,Series B,2024-04-26,16.0,0.0,100.0,170000.0,"['Robotics Engineer', 'Research Engineer', 'Machine Learning Engineer']",16.0,0.8063865817272802,1.0,1.0,0.1936134182727198,PRIORITIZE,1,1,YOUNG
KITE PHARMA INC,Biotechnology,kitepharma.com,SANTA MONICA,CA,90404,(310) 824-9999,2009.0,16.0,"Arie S. Belldegrun, Cynthia M. Butitta, Marc R. Better, Margo R. Roberts, Rizwana R. Sproule","David A. Bonderman, Farah B. Champsi, Jonathan M. Peacock, Joshua A. Kazam, Roy B. Doumani",50000000.0,50000000.0,Series C,2014-04-25,186.0,2.0,98.93617021276596,128320.0,"['Senior Process Engineer I', 'Sr. IT Bus Systems Analyst', 'Director, HEOR', 'Senior Manager, Statistical Programming', 'Manager, Statistical Programming']",188.0,0.962046819493024,0.9970777916444978,0.9893617021276596,0.0350309721514738,PRIORITIZE,1,1,ESTABLISHED
KNERON INC,Other Technology,kneron.ai,SAN DIEGO,CA,92121,(858) 264-9183,2015.0,10.0,Chun-Chen Liu,"Bing-Chang Wu, Da Ging Kuo, Hsin-Wei Wu, Kangli Hao",15000000.0,15000000.0,Series B,2017-11-10,18.0,0.0,100.0,122000.0,"['Software Engineer', 'Hardware Engineer']",18.0,0.8241154494176252,1.0,1.0,0.1758845505823748,PRIORITIZE,1,1,ESTABLISHED
LACEWORK INC,Computers,lacework.com,SAN JOSE,CA,95002,(888) 292-5027,2014.0,11.0,"Andrew Byron, Dan Hubbard, David Hatfield, Jay Parikh, Michael Staiger, Robert Dunn, Stefan Dyckerhoff, Vikram Kapoor","David Hatfield, John McMahon, Michael Speiser, Murray Demo, Samuel Pullara, Sanjay Kalra, Stefan Dyckerhoff, Vikram Kapoor",1941815137.0,1359578418.0,Series D+,2021-11-12,112.0,0.0,100.0,156000.0,"['Software Engineer', 'UX Researcher', 'Staff IT Business Systems Engineer', 'Director, Product Marketing', 'Senior Staff Software Engineer']",112.0,0.9668374746205164,1.0,1.0,0.0331625253794836,PRIORITIZE,1,1,ESTABLISHED
LAYR LABS INC,Other Technology,layrlabs.com,Redmond,WA,98052,(646) 343-9050,2021.0,4.0,Sreeram Kannan,,78978879.0,64478879.0,Series C,2023-02-17,4.0,0.0,100.0,235000.0,['Senior Software Engineer'],4.0,0.5100999795960008,1.0,1.0,0.4899000204039991,CONSIDER,1,0,YOUNG
LEANTAAS INC,Other Technology,,SANTA CLARA,CA,95050,(650) 409-2150,2012.0,13.0,Mohan Giridharadas,"Anthony Defurio, Brad D. Johnson, Brad Johnson, John D. Durrett, John Durrett, Peter Segall, Peter Willats, Ray Conley, Richard Foster, Steve Hess",59155057.0,15999993.0,Series A,2019-06-07,72.0,2.0,97.2972972972973,142480.0,"['Senior Software Engineer', 'Data Analyst II', 'Software Engineer - Infrastructure']",74.0,0.9067052877834564,0.9925568034376904,0.972972972972973,0.0858515156542341,PRIORITIZE,1,1,ESTABLISHED
LENDBUZZ INC,Other Banking and Financial Services,lendbuzz.com,BOSTON,MA,2110,(857) 999-0250,2015.0,10.0,Amitay Kalmar,"Amir Aviv, Arnon Dinur, Dan Raviv, David Krell, Ziv Kop",82579122.0,54745817.0,Series C,2021-05-13,60.0,0.0,100.0,125000.0,"['Full Stack Engineer', 'Senior Software Engineer', 'Machine Learning Engineer', 'Software Engineer']",60.0,0.9398260695220668,1.0,1.0,0.0601739304779329,PRIORITIZE,1,1,ESTABLISHED
LEVEL HEALTH INC,Other Health Care,,SAN FRANCISCO,CA,94117,(516) 510-9671,2022.0,3.0,Joshua Kornberg,,4000000.0,4000000.0,Seed,2023-06-23,4.0,0.0,100.0,115000.0,['Research and Development Engineer'],4.0,0.5100999795960008,1.0,1.0,0.4899000204039991,CONSIDER,1,0,YOUNG
